POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,1,81,4,16,11,55,44,63,22,14,40,10,23,31,20,77,18,27,24,2
LAP 1,1,4,81,16,55,14,11,44,63,40,22,18,27,10,20,2,23,24,31,77
LAP 2,1,4,81,16,55,14,11,44,63,40,22,18,27,10,20,31,2,24,23,77
LAP 3,1,4,81,16,55,14,44,63,40,22,18,27,10,20,31,24,23,11,2,77
LAP 4,1,4,81,16,55,14,44,63,40,22,18,27,10,20,31,24,23,11,2,77
LAP 5,1,4,81,16,55,14,63,44,40,22,18,27,10,20,31,24,11,23,2,77
LAP 6,1,4,81,16,55,14,44,63,40,22,18,27,10,20,31,24,11,23,77,2
LAP 7,1,4,81,16,55,14,44,63,40,22,18,27,10,20,31,11,24,23,2,77
LAP 8,1,4,81,16,55,14,44,63,40,22,18,10,20,27,31,11,24,23,2,77
LAP 9,1,4,81,16,55,14,44,63,40,18,10,22,20,31,11,24,23,27,2,77
LAP 10,1,4,81,16,55,14,44,63,18,40,10,20,31,11,23,24,22,27,2,77
LAP 11,1,4,81,16,55,44,14,63,18,10,31,20,11,23,22,40,27,24,2,77
LAP 12,1,4,81,16,55,44,63,18,10,31,23,14,22,40,27,24,11,20,2,77
LAP 13,1,4,16,81,55,44,63,18,10,31,14,23,22,40,27,24,20,2,11,77
LAP 14,1,4,16,55,44,63,10,18,81,31,14,22,40,27,24,20,23,2,11,77
LAP 15,1,4,16,55,44,63,81,10,31,14,22,40,27,18,24,20,23,2,11,77
LAP 16,1,4,16,55,63,44,81,10,31,14,22,40,27,18,24,20,23,2,11,77
LAP 17,4,55,16,63,1,81,10,31,14,44,22,40,27,18,24,20,23,2,11,77
LAP 18,55,63,1,81,4,31,14,10,16,44,22,40,18,27,24,20,23,2,11,77
LAP 19,1,63,81,4,16,31,14,55,44,22,40,18,27,24,10,20,23,2,11,77
LAP 20,1,63,81,4,16,31,55,14,44,22,40,18,27,10,24,20,23,2,11,77
LAP 21,1,63,81,4,16,55,31,44,14,22,40,10,27,24,20,23,2,11,77,
LAP 22,1,63,81,4,16,55,44,31,14,22,40,10,24,20,27,23,2,11,77,
LAP 23,1,63,81,4,16,55,44,31,14,22,10,40,24,20,27,23,2,11,77,
LAP 24,1,81,4,63,16,55,44,31,14,10,22,40,24,20,27,23,2,11,77,
LAP 25,1,81,4,16,55,44,63,31,14,10,22,40,24,20,27,23,2,11,77,
LAP 26,1,81,4,16,55,44,63,31,10,22,24,14,27,20,40,23,2,11,77,
LAP 27,1,4,81,16,55,44,63,31,10,22,14,24,27,20,40,23,2,11,77,
LAP 28,1,4,81,16,55,44,63,10,31,22,14,24,27,20,40,23,2,11,77,
LAP 29,1,4,81,16,55,44,63,10,14,22,24,31,27,20,40,23,2,11,77,
LAP 30,1,4,81,16,55,44,63,10,14,22,31,27,40,20,24,23,2,11,77,
LAP 31,1,4,81,16,55,44,63,10,14,31,27,40,20,22,24,23,2,11,77,
LAP 32,1,4,81,16,55,44,63,10,14,31,27,40,22,24,20,23,2,11,77,
LAP 33,1,4,81,16,55,44,63,10,14,31,27,40,22,24,20,23,2,11,77,
LAP 34,1,4,81,55,16,44,63,10,14,31,27,40,22,24,20,23,2,11,77,
LAP 35,1,4,81,55,63,16,44,14,31,27,10,40,22,24,20,23,2,11,77,
LAP 36,1,4,55,63,81,16,44,14,31,10,27,40,22,24,20,23,2,11,77,
LAP 37,1,55,63,4,81,16,44,14,31,10,27,40,22,24,20,23,2,11,77,
LAP 38,1,55,4,63,81,16,44,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 39,1,4,63,81,16,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 40,1,4,63,81,16,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 41,1,4,63,81,16,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 42,1,4,81,63,16,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 43,1,4,81,63,16,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 44,1,4,81,63,16,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 45,1,4,81,16,63,44,55,14,31,10,40,22,24,27,20,23,2,11,77,
LAP 46,1,4,81,16,63,44,55,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 47,1,4,81,16,63,44,55,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 48,1,4,81,16,63,44,55,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 49,1,4,81,16,44,63,55,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 50,1,4,81,16,44,55,63,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 51,1,4,81,16,44,55,63,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 52,1,4,81,16,44,55,63,14,10,31,40,22,24,27,20,23,2,11,77,
LAP 53,1,4,81,16,44,55,63,14,31,10,,,,,,,,,,
