POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,4,1,44,63,16,55,10,31,81,14,11,77,27,18,24,20,22,3,2,23
LAP 1,63,1,4,44,16,55,10,81,31,27,11,14,18,77,22,20,24,2,3,23
LAP 2,63,1,4,44,16,55,10,81,31,27,11,14,18,77,22,20,24,3,2,23
LAP 3,1,63,4,44,55,16,10,81,31,27,11,14,18,77,22,20,24,3,2,23
LAP 4,1,63,4,44,55,16,10,81,31,27,11,14,18,77,22,20,24,3,2,23
LAP 5,1,63,4,44,55,16,10,81,31,27,11,14,18,77,22,20,24,3,2,23
LAP 6,1,63,4,44,55,16,10,81,31,27,11,18,14,77,20,22,24,3,23,2
LAP 7,1,63,4,44,55,16,10,81,31,27,11,18,77,14,20,24,22,3,23,2
LAP 8,1,63,4,44,55,16,10,81,31,27,11,18,77,14,20,24,22,3,23,2
LAP 9,1,63,4,44,55,16,10,81,31,27,11,18,77,14,20,3,23,24,2,22
LAP 10,1,63,4,44,55,16,10,81,31,27,11,18,77,14,3,20,23,2,24,22
LAP 11,1,63,4,44,55,16,10,81,31,27,11,18,14,77,3,23,2,24,20,22
LAP 12,1,63,4,44,55,16,10,81,31,11,27,18,14,3,23,2,24,77,20,22
LAP 13,1,63,4,44,55,16,10,81,31,11,18,14,3,23,2,27,24,77,20,22
LAP 14,1,63,4,44,55,16,81,10,18,14,3,23,31,11,2,27,77,24,20,22
LAP 15,1,4,44,63,16,55,81,18,14,3,23,31,10,11,27,77,24,20,22,2
LAP 16,1,4,16,44,81,18,63,14,55,31,10,3,23,11,27,77,24,20,22,2
LAP 17,1,4,16,81,63,55,44,14,18,10,31,11,23,27,77,24,20,22,3,2
LAP 18,4,16,81,1,63,55,44,14,10,31,11,27,77,24,23,20,18,22,3,2
LAP 19,4,16,81,1,63,44,55,10,31,14,11,27,77,24,20,18,22,3,2,23
LAP 20,4,16,81,1,63,44,55,10,31,11,27,77,24,18,20,14,22,3,2,23
LAP 21,4,16,1,63,81,44,55,10,31,11,27,77,24,18,20,14,22,3,2,23
LAP 22,4,16,1,63,44,55,10,31,11,81,27,77,24,18,20,14,3,22,2,23
LAP 23,4,16,1,63,44,55,10,31,11,81,27,77,24,18,14,20,3,22,2,23
LAP 24,1,16,63,44,55,4,10,31,11,81,27,77,24,18,14,20,3,22,23,2
LAP 25,1,63,44,55,4,10,16,31,11,81,27,24,77,18,14,20,3,22,23,2
LAP 26,1,63,44,55,4,10,16,31,11,81,27,24,18,77,14,20,3,22,23,2
LAP 27,1,63,44,4,55,16,10,31,11,81,27,24,18,14,77,20,3,23,22,2
LAP 28,1,63,44,4,55,16,10,31,81,11,27,24,18,14,20,77,3,23,2,22
LAP 29,1,63,44,4,55,16,10,81,31,11,27,24,18,14,3,20,23,2,77,22
LAP 30,1,63,44,4,55,16,10,81,11,31,27,24,18,14,3,23,2,77,22,20
LAP 31,1,63,44,4,55,16,10,81,31,11,27,24,18,14,3,23,2,77,22,20
LAP 32,1,63,4,44,55,16,10,81,31,27,24,18,14,11,3,23,77,2,22,20
LAP 33,1,63,4,44,55,16,10,81,31,27,24,18,14,11,3,23,77,2,22,20
LAP 34,1,63,4,44,55,16,81,10,31,27,24,18,11,14,3,23,77,22,2,20
LAP 35,1,4,63,44,55,16,81,10,31,27,24,11,18,14,3,23,77,22,20,2
LAP 36,1,4,44,63,16,55,81,10,31,27,11,24,18,14,3,23,77,22,20,2
LAP 37,1,4,44,16,81,10,63,55,27,31,11,24,14,18,3,23,77,22,20,2
LAP 38,1,4,44,16,81,63,55,10,11,27,24,14,3,31,23,77,18,22,20,2
LAP 39,1,4,44,16,81,63,55,11,24,10,14,3,31,27,23,77,18,22,20,2
LAP 40,1,4,44,16,81,63,55,11,10,24,14,31,3,27,23,77,18,22,20,2
LAP 41,1,4,44,16,81,63,55,11,10,14,24,31,3,27,23,18,77,22,20,2
LAP 42,1,4,44,16,81,63,55,11,10,14,31,27,3,23,18,77,24,20,22,2
LAP 43,1,4,16,44,81,63,55,11,10,14,31,27,18,24,23,77,20,22,3,2
LAP 44,1,4,16,81,63,55,44,11,10,14,31,27,24,18,77,20,3,22,23,2
LAP 45,4,16,1,81,63,55,44,11,10,31,14,27,24,18,77,20,3,23,2,22
LAP 46,4,16,1,63,44,55,81,11,10,31,27,24,14,18,77,20,3,23,2,22
LAP 47,4,1,16,63,44,55,11,81,10,31,27,24,14,18,77,20,3,23,2,22
LAP 48,1,4,63,44,55,16,11,81,10,31,27,24,14,18,77,20,3,23,2,22
LAP 49,1,4,63,44,55,16,81,11,10,31,27,24,14,18,77,20,3,23,2,22
