POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,81,16,63,10,12,4,1,55,44,22,7,6,14,31,23,27,30,5,18,87
LAP 1,81,63,4,16,10,55,12,1,44,22,7,14,31,23,87,6,30,18,5,27
LAP 2,81,63,4,16,10,55,12,1,44,22,7,31,14,23,87,6,30,18,5,27
LAP 3,81,63,4,16,10,55,12,1,44,22,7,31,23,14,87,6,30,18,5,27
LAP 4,81,63,4,16,10,55,12,1,44,22,7,31,23,14,87,6,30,18,5,27
LAP 5,81,63,4,16,10,12,1,55,44,22,7,31,23,87,14,6,30,18,5,27
LAP 6,81,63,4,16,10,12,1,55,44,22,7,31,23,87,14,30,18,6,5,27
LAP 7,81,63,4,16,10,12,1,55,44,22,7,31,23,87,14,30,18,5,27,6
LAP 8,81,63,4,16,10,12,1,55,44,22,7,23,31,87,14,30,18,5,6,27
LAP 9,81,63,4,16,10,12,1,44,22,55,23,7,87,14,30,18,5,31,6,27
LAP 10,81,63,16,4,12,10,1,44,22,55,23,87,14,30,18,5,31,7,6,27
LAP 11,81,63,16,12,44,55,22,23,87,14,30,18,5,4,10,31,1,7,6,27
LAP 12,81,63,16,12,44,55,23,87,14,30,4,5,10,18,31,1,7,6,22,27
LAP 13,81,16,63,44,55,23,87,14,30,4,10,31,1,12,5,7,6,22,27,18
LAP 14,81,16,44,23,55,63,87,14,4,10,31,1,12,30,7,22,6,27,18,5
LAP 15,16,44,81,63,23,4,14,10,31,1,12,7,22,6,27,55,87,18,30,5
LAP 16,16,44,81,63,4,23,10,31,1,12,7,14,22,6,55,27,87,18,30,5
LAP 17,16,44,81,63,4,10,31,1,12,7,22,6,55,87,27,23,18,30,14,5
LAP 18,81,63,4,16,10,31,1,12,7,22,44,55,6,87,27,23,18,14,30,5
LAP 19,81,63,4,16,10,31,1,12,7,44,22,55,6,87,27,23,14,18,30,5
LAP 20,81,63,4,16,10,31,12,1,7,44,22,55,6,87,23,27,14,18,30,5
LAP 21,81,63,4,16,10,31,12,1,7,44,22,55,87,6,23,27,14,18,30,5
LAP 22,81,63,4,16,10,31,12,44,1,7,22,55,87,6,23,27,14,18,30,5
LAP 23,81,63,4,16,10,31,12,44,1,7,22,55,87,23,6,27,14,18,30,5
LAP 24,81,63,4,16,10,31,12,44,1,7,22,55,87,23,6,27,14,18,30,5
LAP 25,81,63,16,4,10,31,44,12,1,7,22,55,87,23,6,27,14,18,30,5
LAP 26,81,63,16,4,10,44,31,12,7,22,1,55,87,23,6,14,27,18,30,5
LAP 27,81,63,16,4,10,44,31,12,7,22,55,87,23,6,14,18,27,30,1,5
LAP 28,81,63,16,4,44,10,22,55,7,87,23,14,6,31,12,18,1,30,5,27
LAP 29,81,63,16,4,44,22,55,23,87,10,14,31,12,1,18,30,7,5,6,27
LAP 30,81,63,16,4,44,55,22,23,87,10,14,31,12,1,7,18,30,5,6,27
LAP 31,81,63,16,4,44,55,22,23,87,10,31,12,14,1,7,18,30,5,6,27
LAP 32,81,63,16,4,44,55,22,10,23,87,31,12,1,14,7,30,18,5,6,27
LAP 33,81,63,16,4,44,10,31,1,7,55,22,87,23,12,14,6,27,30,18,5
LAP 34,81,63,16,4,44,10,31,1,7,55,22,87,23,12,14,6,27,30,18,5
LAP 35,81,63,16,4,44,10,31,1,7,55,22,87,23,12,14,6,27,30,18,5
LAP 36,81,63,16,4,44,10,31,1,7,22,87,23,55,12,27,30,6,14,18,5
LAP 37,81,63,16,44,4,10,31,1,7,22,87,23,55,12,27,30,6,14,18,5
LAP 38,81,63,16,4,44,10,1,31,7,22,87,23,12,55,27,30,6,14,18,5
LAP 39,81,63,16,4,44,10,1,31,7,22,87,12,23,55,27,30,6,14,18,5
LAP 40,81,63,16,4,44,10,1,31,7,22,87,12,23,55,27,30,6,14,18,5
LAP 41,81,63,16,4,44,10,1,31,7,22,87,12,23,55,30,27,6,14,18,5
LAP 42,81,63,16,4,44,10,1,31,7,22,87,12,23,30,55,27,6,14,18,5
LAP 43,81,63,16,4,44,10,1,31,7,22,87,12,23,30,27,55,6,14,18,5
LAP 44,81,63,16,4,44,10,1,31,7,22,87,12,23,30,27,6,14,18,5,55
LAP 45,81,63,16,4,44,10,1,31,22,7,87,12,23,30,27,6,14,18,5,55
LAP 46,81,63,16,4,44,10,1,31,22,87,12,7,23,30,27,6,14,18,5
LAP 47,81,63,16,4,44,10,1,31,22,87,12,23,7,30,27,6,14,18,5
LAP 48,81,63,16,4,44,10,1,31,22,87,12,23,7,30,27,6,14,18,5
LAP 49,81,63,16,4,44,10,1,31,22,87,12,23,7,30,27,6,14,18,5
LAP 50,81,63,16,4,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 51,81,63,16,4,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 52,81,63,4,16,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 53,81,63,4,16,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 54,81,63,4,16,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 55,81,63,4,16,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 56,81,63,4,16,44,10,1,31,22,87,12,23,30,7,27,6,14,18,5
LAP 57,81,63,4,16,44,1,10,31,22,87,12,23,30,7,27,6,14,18,5
