POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,16,63,4,3,10,14,1,45,24,6,5,18,11,31,77,20,47,55,44,22
LAP 1,16,63,3,1,10,4,14,45,24,5,18,20,31,6,11,55,47,22,44,77
LAP 2,16,63,1,3,10,4,14,45,24,18,5,31,20,55,6,11,22,44,47,77
LAP 3,16,63,1,3,10,4,14,45,24,18,5,31,20,55,11,6,22,44,47,77
LAP 4,16,63,1,3,10,4,14,45,24,18,5,31,55,11,20,6,22,44,47,77
LAP 5,16,1,63,3,10,4,14,45,24,18,55,5,31,11,20,6,22,44,47,77
LAP 6,16,1,63,3,10,4,14,45,24,55,18,5,11,31,20,6,22,44,47,77
LAP 7,16,1,63,3,10,4,14,45,24,55,18,5,31,20,22,6,44,11,47,77
LAP 8,16,1,63,3,10,4,14,45,55,24,18,5,31,22,20,44,6,47,77,11
LAP 9,16,1,63,3,10,4,14,55,45,24,18,5,31,22,44,20,6,47,77,11
LAP 10,16,1,63,3,10,4,55,14,45,24,18,31,5,22,44,20,6,47,77,11
LAP 11,16,1,63,3,10,55,4,14,45,24,18,31,44,22,20,6,47,77,11
LAP 12,1,16,63,3,55,10,4,14,45,24,18,31,44,22,20,6,47,77,11
LAP 13,1,63,16,55,3,10,14,4,45,24,18,31,44,22,6,20,47,77,11
LAP 14,1,63,16,55,3,10,14,4,45,24,18,31,44,22,6,20,47,77,11
LAP 15,1,63,16,55,3,10,14,4,45,24,18,31,44,22,20,47,77,6,11
LAP 16,1,63,16,55,3,10,14,4,45,24,18,44,31,22,47,20,77,11,6
LAP 17,1,63,16,55,3,10,14,4,45,24,44,18,31,22,47,20,77,11,6
LAP 18,1,63,16,55,3,4,14,45,10,44,24,31,22,18,47,77,20,11,6
LAP 19,1,63,16,55,4,14,3,44,45,31,47,22,77,20,11,10,24,18,6
LAP 20,1,63,16,55,4,14,44,47,77,11,20,3,10,45,24,31,18,22,6
LAP 21,1,63,16,55,4,14,44,47,77,11,20,3,10,45,24,31,22,18,6
LAP 22,1,63,16,55,4,14,44,47,11,77,20,3,10,45,24,31,22,18,6
LAP 23,1,16,63,55,4,14,44,47,11,77,20,3,10,45,24,31,22,18,6
LAP 24,1,16,55,63,4,14,44,11,47,77,3,10,45,20,24,31,22,6,18
LAP 25,1,16,55,63,4,14,44,11,47,77,3,10,45,24,31,22,6,18,20
LAP 26,16,1,55,63,4,14,44,11,47,77,3,10,45,24,31,22,6,18,20
LAP 27,16,1,55,63,4,44,14,11,47,77,3,10,45,24,31,22,6,18,20
LAP 28,16,1,55,63,4,44,14,11,47,77,3,10,45,24,31,22,6,18,20
LAP 29,16,1,55,63,4,44,14,11,47,77,3,10,45,24,31,22,6,18,20
LAP 30,16,1,63,55,4,44,14,11,47,77,3,10,45,24,31,22,6,18,20
LAP 31,16,1,63,4,44,11,55,14,47,77,3,10,45,24,31,22,6,18,20
LAP 32,16,1,63,4,44,11,55,47,77,3,10,45,24,31,22,6,18,20
LAP 33,16,1,63,4,55,11,44,77,47,3,10,45,24,31,22,6,18,20
LAP 34,1,16,63,4,55,11,77,3,10,45,24,44,31,22,6,18,47,20
LAP 35,1,16,63,4,55,11,3,10,44,45,77,24,31,22,6,47,18,20
LAP 36,1,16,63,55,11,3,44,10,4,45,24,31,22,6,47,18,77,20
LAP 37,1,16,63,55,11,44,4,3,10,45,24,31,22,6,47,77,18,20
LAP 38,1,16,63,55,11,44,4,3,10,45,24,31,22,6,47,77,18,20
LAP 39,1,16,63,55,11,44,4,3,10,45,24,31,22,6,47,77,18,20
LAP 40,1,16,63,55,11,44,4,3,10,45,24,31,22,6,47,77,20
LAP 41,1,16,63,55,11,44,4,3,10,45,24,31,22,47,6,77,20
LAP 42,1,16,63,55,11,44,4,3,10,45,24,31,22,47,77,6,20
LAP 43,1,16,63,55,44,4,11,3,10,45,24,31,22,47,77,6,20
LAP 44,1,16,63,55,44,4,11,3,10,45,24,31,22,47,77,6,20
LAP 45,1,16,63,55,44,4,11,3,10,45,24,31,47,22,77,6,20
LAP 46,1,16,63,55,44,4,11,10,45,24,31,47,22,77,6,20
LAP 47,1,16,63,55,44,4,11,10,45,24,31,47,77,22,6,20
LAP 48,1,16,63,55,44,11,4,10,45,24,31,47,77,22,6,20
LAP 49,1,16,63,55,44,11,4,10,45,24,31,47,77,22,6,20
LAP 50,1,16,63,55,44,11,4,10,45,24,31,47,77,22,6,20
LAP 51,1,16,63,55,44,11,4,10,45,24,31,47,77,22,6,20
LAP 52,1,16,63,55,44,11,4,10,45,24,31,47,77,22,6,20
LAP 53,1,16,63,55,44,11,4,10,45,24,31,47,,,,,,
