POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,1,14,31,55,44,16,10,63,22,4,81,21,23,18,77,2,20,27,24,11
LAP 1,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 2,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 3,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 4,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 5,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 6,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 7,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 8,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 9,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 10,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 11,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 12,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 13,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 14,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 15,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 16,1,14,31,55,44,16,10,63,22,4,81,21,23,77,2,20,18,11,24,27
LAP 17,1,14,31,55,44,16,10,63,22,4,81,21,23,77,20,18,11,2,24,27
LAP 18,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,2,24,27,23
LAP 19,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,2,24,23
LAP 20,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 21,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 22,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 23,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 24,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 25,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 26,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 27,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 28,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 29,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 30,1,14,31,55,44,16,10,63,22,4,81,21,77,20,18,11,27,24,23,2
LAP 31,1,14,31,55,16,10,63,44,22,4,81,21,77,20,11,18,27,24,23,2
LAP 32,1,14,55,16,10,63,31,44,22,4,81,21,77,20,11,18,27,24,23,2
LAP 33,1,14,16,10,63,55,31,44,22,4,81,21,77,20,18,11,27,24,23,2
LAP 34,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 35,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 36,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 37,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 38,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 39,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 40,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 41,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 42,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 43,1,14,16,10,63,31,55,44,22,4,81,21,77,20,18,27,24,23,11,2
LAP 44,1,14,10,63,31,55,44,16,22,4,81,21,77,20,18,27,24,23,11,2
LAP 45,1,14,10,63,31,55,44,16,22,4,81,21,77,20,18,27,24,23,11,2
LAP 46,1,14,10,63,31,55,44,16,22,4,81,21,77,20,18,27,24,23,11,2
LAP 47,1,14,63,31,55,44,10,16,22,4,81,21,77,20,18,27,24,23,11,2
LAP 48,1,14,63,31,55,44,16,10,22,4,81,21,77,20,18,27,24,23,11,2
LAP 49,1,14,63,31,55,44,16,10,22,4,81,21,77,20,18,27,24,23,11,2
LAP 50,1,14,63,31,55,44,16,10,22,81,4,21,77,20,18,27,24,23,11,2
LAP 51,1,14,63,31,55,44,16,10,22,81,4,21,20,27,24,23,11,77,18,2
LAP 52,1,14,63,31,55,44,16,10,22,81,4,21,20,27,11,77,18,24,23,2
LAP 53,1,14,63,31,55,44,16,10,81,4,22,20,21,27,77,18,24,23,11,2
LAP 54,1,14,55,16,63,31,44,10,22,81,4,20,21,77,24,23,11,27,2,
LAP 55,1,14,31,44,63,16,10,55,22,81,4,77,21,24,23,20,11,27,2,
LAP 56,1,14,31,44,63,16,10,55,22,81,4,77,21,24,23,11,27,2,20
LAP 57,1,14,31,44,63,16,10,55,22,81,4,77,21,24,23,27,11,2,20
LAP 58,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,27,11,2,20
LAP 59,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 60,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 61,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 62,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 63,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 64,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 65,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
