POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,1,55,4,44,18,31,27,14,81,10,11,63,24,21,22,77,20,23,16,2
LAP 1,1,55,18,44,31,14,63,27,24,81,11,22,20,4,10,21,23,77,2,16
LAP 2,1,55,18,44,31,14,63,27,24,11,81,22,20,10,21,23,77,2,16,4
LAP 3,1,55,18,44,31,14,63,27,24,11,22,81,20,10,21,23,77,2,16,4
LAP 4,1,55,18,44,31,14,63,27,24,11,22,81,20,10,21,23,77,16,2,4
LAP 5,1,55,18,44,31,14,63,24,27,11,22,81,20,10,21,23,16,2,77,4
LAP 6,1,55,18,44,31,14,63,24,11,27,22,81,20,10,21,23,16,2,77,4
LAP 7,1,55,18,44,31,63,14,24,11,22,27,81,20,10,21,16,23,2,77,4
LAP 8,1,55,44,18,31,63,14,24,11,22,81,20,10,21,16,23,27,2,77,4
LAP 9,1,55,44,18,31,63,14,11,22,81,24,20,10,16,23,21,2,77,27,4
LAP 10,1,55,44,18,31,63,14,11,81,22,10,16,23,20,2,24,27,77,21,4
LAP 11,1,55,44,18,63,31,14,11,81,10,16,23,2,27,24,22,77,21,20,4
LAP 12,1,55,44,18,63,31,14,11,81,10,16,23,2,27,24,22,77,20,21,4
LAP 13,1,55,44,18,63,14,11,31,81,10,16,23,2,27,24,22,77,20,21,4
LAP 14,1,55,44,63,18,14,11,81,10,16,23,2,31,27,22,24,20,77,21,4
LAP 15,1,44,55,63,14,11,81,10,16,23,18,2,31,22,27,24,20,21,77,4
LAP 16,1,44,63,14,11,81,10,55,16,18,31,2,22,23,24,27,20,21,77,4
LAP 17,1,44,63,14,11,10,55,81,18,31,22,24,27,2,20,21,77,16,4,23
LAP 18,1,44,63,14,11,10,55,18,31,22,24,27,20,21,81,77,16,4,23,2
LAP 19,1,44,63,11,14,55,10,18,31,22,24,27,81,20,21,77,16,4,23,2
LAP 20,1,44,63,11,55,18,31,22,24,14,27,81,20,21,16,10,77,4,23,2
LAP 21,1,44,63,11,55,18,31,22,14,24,81,27,20,21,10,16,77,4,23,2
LAP 22,1,44,63,11,55,18,31,22,14,24,81,27,20,21,10,16,77,4,23,2
LAP 23,1,44,63,11,55,18,31,22,14,24,81,27,20,10,21,16,77,23,2,4
