POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
GRID,1,16,55,4,44,18,14,27,10,23,63,31,81,77,11,22,24,2,20,21
LAP 1,1,16,55,44,4,14,27,20,18,10,23,63,31,11,24,81,2,77,21,22
LAP 2,1,16,55,44,4,14,27,18,10,23,63,31,11,24,81,2,77,21,20,22
LAP 3,1,16,55,44,4,14,27,18,10,23,63,31,11,24,81,2,77,21,22,20
LAP 4,1,16,55,44,4,14,27,18,10,23,63,31,11,24,81,2,22,77,21,20
LAP 5,1,16,55,44,4,14,27,18,10,23,63,11,31,24,81,2,22,77,21,20
LAP 6,1,16,55,44,4,14,27,18,10,23,63,11,31,24,81,2,22,77,21,20
LAP 7,1,16,55,44,4,14,27,18,10,23,63,11,31,24,81,2,22,77,21,20
LAP 8,1,16,55,44,4,14,18,27,10,23,63,11,31,81,2,22,24,77,21,20
LAP 9,1,16,55,44,4,14,18,27,10,23,63,11,31,81,2,22,77,21,20,24
LAP 10,1,16,55,44,4,14,18,27,10,23,11,63,31,81,2,22,77,21,20,24
LAP 11,1,16,55,44,4,14,18,10,23,11,63,31,27,81,2,22,77,21,20,24
LAP 12,1,16,55,44,4,14,18,10,11,23,63,31,81,2,22,77,20,21,27,24
LAP 13,1,16,55,44,4,14,18,10,11,23,63,31,81,2,22,77,20,24,21
LAP 14,1,16,55,44,4,14,18,10,11,23,63,31,81,22,2,77,20,24,21
LAP 15,1,16,55,14,11,18,44,4,22,77,10,20,23,63,31,81,2,24,21
LAP 16,1,16,11,44,4,55,14,22,20,10,77,63,23,31,18,81,2,24,21
LAP 17,1,16,11,44,55,4,14,22,10,20,63,23,77,31,18,81,2,24,21
LAP 18,1,16,11,44,55,4,14,10,22,63,20,23,31,77,18,81,2,24,21
LAP 19,1,16,11,55,44,4,14,10,22,63,20,23,31,18,77,81,2,24,21
LAP 20,1,16,55,11,44,4,14,10,63,22,23,31,20,18,81,77,2,24,21
LAP 21,1,16,55,11,44,4,14,10,63,23,31,22,18,20,81,2,24,77,21
LAP 22,1,16,55,11,44,4,14,10,63,23,31,18,22,20,2,24,81,21,77
LAP 23,1,16,55,11,44,4,14,10,63,23,31,18,20,2,22,24,21,81,77
LAP 24,1,16,55,11,44,4,14,10,63,23,31,18,20,2,24,21,22,81,77
LAP 25,16,55,1,44,4,11,14,10,63,23,31,18,2,20,24,21,22,77,81
LAP 26,16,1,55,44,4,14,10,63,23,11,31,18,2,20,24,21,22,77,81
LAP 27,16,1,55,44,4,14,10,63,11,23,31,18,2,24,20,21,22,77,81
LAP 28,16,1,55,4,44,14,10,63,11,23,31,18,2,24,20,21,22,77,81
LAP 29,16,1,55,4,44,14,10,63,11,23,31,18,2,24,20,21,22,77,81
LAP 30,16,1,55,4,44,14,10,11,63,23,31,18,2,24,20,21,22,77,81
LAP 31,16,1,55,4,44,14,10,11,63,23,31,18,2,24,20,21,22,77,81
LAP 32,16,1,55,4,44,14,10,11,63,23,31,18,2,24,20,21,22,77,81
LAP 33,16,1,55,4,44,14,10,11,63,23,31,18,2,24,20,21,22,77,81
LAP 34,16,1,55,4,44,14,11,10,63,23,31,18,2,24,21,20,22,77,81
LAP 35,1,16,55,4,44,14,11,10,63,23,31,18,2,24,21,22,77,81,20
LAP 36,1,16,55,4,44,14,11,10,63,23,31,18,2,24,21,22,77,81,20
LAP 37,1,16,55,4,44,14,11,10,63,23,31,2,24,18,21,22,77,81,20
LAP 38,1,16,55,4,44,14,11,10,63,23,31,2,18,24,22,77,81,21,20
LAP 39,1,16,55,4,44,14,11,10,63,23,31,2,18,22,77,81,24,21,20
LAP 40,1,16,55,4,44,14,11,10,63,23,31,2,18,22,77,81,24,21,20
LAP 41,1,16,55,44,14,11,4,10,63,23,2,18,22,31,81,24,21,20,77
LAP 42,1,16,55,11,14,44,10,4,2,63,18,23,22,31,24,21,20,77,81
LAP 43,1,16,55,11,14,10,4,44,63,18,2,23,31,22,24,21,20,77,81
LAP 44,1,16,55,11,14,4,10,44,63,18,23,31,2,24,21,20,77,22,81
LAP 45,1,16,55,11,4,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 46,1,16,11,55,4,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 47,1,16,11,55,4,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 48,1,11,16,55,4,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 49,1,11,16,55,4,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 50,1,11,16,55,4,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 51,1,16,55,4,11,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 52,1,16,55,4,11,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 53,1,16,55,4,11,14,44,63,18,10,23,31,2,24,21,20,77,22,81
LAP 54,1,16,55,4,11,14,44,63,10,18,23,31,2,24,21,20,77,22,81
LAP 55,1,16,55,4,11,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 56,1,16,55,11,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 57,1,16,55,11,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 58,1,16,55,11,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 59,1,16,55,11,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 60,1,16,55,11,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 61,1,16,11,55,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 62,1,16,11,55,4,14,44,63,10,23,18,31,2,24,21,20,77,22,81
LAP 63,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,20,77,22,81
LAP 64,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,20,77,22,81
LAP 65,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,20,77,22,81
LAP 66,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,77,22,20,81
LAP 67,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,77,22,20,81
LAP 68,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,77,22,81,20
LAP 69,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,77,22,81,20
LAP 70,1,16,11,55,4,14,44,63,10,18,23,31,2,24,21,77,22,81,20
LAP 71,1,16,11,55,4,14,44,63,10,18,23,,,,,,,,
